Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.2540, Util: 0 Temp: 32
[001] Power: 36.2540, Util: 0 Temp: 32
[002] Power: 36.2540, Util: 0 Temp: 32
[003] Power: 36.2540, Util: 0 Temp: 32
[004] Power: 36.2540, Util: 0 Temp: 32
[005] Power: 36.2540, Util: 0 Temp: 32
[006] Power: 36.2540, Util: 0 Temp: 32
[007] Power: 36.2540, Util: 0 Temp: 32
[008] Power: 36.2540, Util: 0 Temp: 32
[009] Power: 51.4080, Util: 0 Temp: 32
[010] Power: 52.3870, Util: 5 Temp: 32
[011] Power: 91.9240, Util: 5 Temp: 33
[012] Power: 105.0570, Util: 62 Temp: 33
[013] Power: 113.3640, Util: 96 Temp: 34
[014] Power: 118.6610, Util: 96 Temp: 34
[015] Power: 120.1260, Util: 90 Temp: 35
[016] Power: 122.0800, Util: 90 Temp: 35
[017] Power: 124.0330, Util: 90 Temp: 35
[018] Power: 125.0090, Util: 91 Temp: 35
[019] Power: 125.0090, Util: 91 Temp: 35
[020] Power: 125.4980, Util: 90 Temp: 36
[021] Power: 125.4980, Util: 91 Temp: 36
[022] Power: 125.0090, Util: 91 Temp: 36
[023] Power: 125.4980, Util: 90 Temp: 36
[024] Power: 125.9860, Util: 90 Temp: 36
[025] Power: 125.4980, Util: 90 Temp: 36
[026] Power: 125.4980, Util: 91 Temp: 36
[027] Power: 126.4740, Util: 91 Temp: 36
[028] Power: 125.4980, Util: 90 Temp: 36
[029] Power: 125.9860, Util: 91 Temp: 37
[030] Power: 126.4740, Util: 91 Temp: 37
[031] Power: 125.4980, Util: 90 Temp: 37
[032] Power: 125.4980, Util: 90 Temp: 37
[033] Power: 126.9630, Util: 90 Temp: 37
[034] Power: 125.9860, Util: 91 Temp: 37
[035] Power: 125.0090, Util: 91 Temp: 37
[036] Power: 125.9860, Util: 90 Temp: 37
[037] Power: 126.4740, Util: 90 Temp: 37
[038] Power: 125.4980, Util: 90 Temp: 37
[039] Power: 125.9860, Util: 91 Temp: 37
[040] Power: 126.4740, Util: 91 Temp: 37
[041] Power: 125.9860, Util: 90 Temp: 37
[042] Power: 125.9860, Util: 90 Temp: 37
[043] Power: 126.4740, Util: 90 Temp: 37
[044] Power: 125.9860, Util: 91 Temp: 37
[045] Power: 125.9860, Util: 91 Temp: 37
[046] Power: 126.4740, Util: 90 Temp: 37
[047] Power: 125.9860, Util: 90 Temp: 37
[048] Power: 125.9860, Util: 90 Temp: 37
[049] Power: 126.4740, Util: 91 Temp: 37
[050] Power: 125.9860, Util: 91 Temp: 37
[051] Power: 124.5210, Util: 90 Temp: 37
[052] Power: 125.9860, Util: 90 Temp: 38
[053] Power: 126.9630, Util: 90 Temp: 38
[054] Power: 125.9860, Util: 91 Temp: 38
[055] Power: 125.9860, Util: 91 Temp: 38
[056] Power: 126.4740, Util: 90 Temp: 38
[057] Power: 125.9860, Util: 90 Temp: 38
[058] Power: 125.9860, Util: 90 Temp: 38
[059] Power: 126.4740, Util: 91 Temp: 38
[060] Power: 125.9860, Util: 91 Temp: 38
[061] Power: 125.9860, Util: 90 Temp: 38
[062] Power: 126.4740, Util: 90 Temp: 38
[063] Power: 125.9860, Util: 90 Temp: 38
[064] Power: 125.9860, Util: 90 Temp: 38
[065] Power: 126.4740, Util: 90 Temp: 38
[066] Power: 125.9860, Util: 90 Temp: 38
[067] Power: 125.9860, Util: 90 Temp: 38
[068] Power: 126.4740, Util: 90 Temp: 38
[069] Power: 125.0090, Util: 90 Temp: 38
[070] Power: 125.9860, Util: 90 Temp: 38
[071] Power: 125.9860, Util: 90 Temp: 38
[072] Power: 126.9630, Util: 90 Temp: 38
[073] Power: 125.9860, Util: 90 Temp: 38
[074] Power: 126.4740, Util: 90 Temp: 38
[075] Power: 126.9630, Util: 90 Temp: 38
[076] Power: 125.9860, Util: 90 Temp: 38
[077] Power: 126.4740, Util: 91 Temp: 38
[078] Power: 126.9630, Util: 91 Temp: 38
[079] Power: 125.9860, Util: 90 Temp: 38
[080] Power: 126.4740, Util: 90 Temp: 38
[081] Power: 126.9630, Util: 90 Temp: 38
[082] Power: 126.4740, Util: 91 Temp: 38
[083] Power: 126.4740, Util: 91 Temp: 38
[084] Power: 126.4740, Util: 90 Temp: 38
[085] Power: 126.4740, Util: 90 Temp: 38
[086] Power: 126.4740, Util: 90 Temp: 38
[087] Power: 126.4740, Util: 91 Temp: 38
[088] Power: 126.4740, Util: 91 Temp: 38
[089] Power: 126.4740, Util: 90 Temp: 38
[090] Power: 127.4510, Util: 90 Temp: 38
[091] Power: 125.9860, Util: 90 Temp: 38
[092] Power: 126.4740, Util: 91 Temp: 38
[093] Power: 126.4740, Util: 91 Temp: 38
[094] Power: 126.4740, Util: 90 Temp: 38
[095] Power: 126.9630, Util: 90 Temp: 38
[096] Power: 126.4740, Util: 90 Temp: 38
[097] Power: 126.4740, Util: 91 Temp: 38
[098] Power: 127.4510, Util: 91 Temp: 38
[099] Power: 125.9860, Util: 90 Temp: 38
[100] Power: 126.4740, Util: 90 Temp: 38
[101] Power: 126.4740, Util: 90 Temp: 38
[102] Power: 126.4740, Util: 91 Temp: 38
[103] Power: 126.9630, Util: 91 Temp: 38
[104] Power: 126.4740, Util: 90 Temp: 38
[105] Power: 126.4740, Util: 90 Temp: 38
[106] Power: 126.4740, Util: 90 Temp: 38
[107] Power: 126.4740, Util: 91 Temp: 38
[108] Power: 127.4510, Util: 91 Temp: 38
[109] Power: 126.4740, Util: 90 Temp: 38
[110] Power: 126.4740, Util: 90 Temp: 38
[111] Power: 126.9630, Util: 90 Temp: 38
[112] Power: 126.4740, Util: 91 Temp: 38
[113] Power: 126.4740, Util: 91 Temp: 38
[114] Power: 127.4510, Util: 91 Temp: 38
[115] Power: 126.4740, Util: 91 Temp: 38
[116] Power: 126.4740, Util: 90 Temp: 38
[117] Power: 126.9630, Util: 91 Temp: 38
[118] Power: 126.4740, Util: 91 Temp: 38
[119] Power: 125.9860, Util: 90 Temp: 38
[120] Power: 126.9630, Util: 90 Temp: 38
[121] Power: 126.4740, Util: 90 Temp: 38
[122] Power: 126.4740, Util: 91 Temp: 38
[123] Power: 126.9630, Util: 91 Temp: 39
[124] Power: 127.4510, Util: 90 Temp: 38
[125] Power: 126.4740, Util: 90 Temp: 39
[126] Power: 126.4740, Util: 90 Temp: 39
[127] Power: 127.4510, Util: 91 Temp: 39
[128] Power: 126.4740, Util: 91 Temp: 38
[129] Power: 126.4740, Util: 90 Temp: 39
