Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 286.7050, Util: 100 Temp: 56
[001] Power: 292.8190, Util: 100 Temp: 56
[002] Power: 297.6670, Util: 100 Temp: 56
[003] Power: 292.3340, Util: 100 Temp: 56
[004] Power: 292.5270, Util: 100 Temp: 56
[005] Power: 297.6670, Util: 100 Temp: 56
[006] Power: 294.4670, Util: 100 Temp: 56
[007] Power: 292.8190, Util: 100 Temp: 56
[008] Power: 297.6670, Util: 100 Temp: 56
[009] Power: 291.0720, Util: 100 Temp: 56
[010] Power: 292.3340, Util: 100 Temp: 56
[011] Power: 298.1520, Util: 100 Temp: 56
[012] Power: 293.4970, Util: 100 Temp: 56
[013] Power: 293.4970, Util: 100 Temp: 56
[014] Power: 297.6670, Util: 100 Temp: 56
[015] Power: 293.0120, Util: 100 Temp: 56
[016] Power: 293.3040, Util: 100 Temp: 56
[017] Power: 293.9820, Util: 100 Temp: 56
[018] Power: 293.9820, Util: 100 Temp: 56
[019] Power: 293.9820, Util: 100 Temp: 56
[020] Power: 293.7880, Util: 100 Temp: 56
[021] Power: 294.2730, Util: 100 Temp: 56
[022] Power: 293.7880, Util: 100 Temp: 56
[023] Power: 293.4970, Util: 100 Temp: 56
[024] Power: 293.4970, Util: 100 Temp: 56
[025] Power: 293.7880, Util: 100 Temp: 56
[026] Power: 293.9820, Util: 100 Temp: 56
[027] Power: 293.3040, Util: 100 Temp: 56
[028] Power: 293.3040, Util: 100 Temp: 56
[029] Power: 293.7880, Util: 100 Temp: 56
[030] Power: 293.4970, Util: 100 Temp: 56
[031] Power: 293.9820, Util: 100 Temp: 56
[032] Power: 293.7880, Util: 100 Temp: 56
[033] Power: 293.3040, Util: 100 Temp: 56
[034] Power: 293.7880, Util: 100 Temp: 56
[035] Power: 293.9820, Util: 100 Temp: 56
[036] Power: 293.7880, Util: 100 Temp: 56
[037] Power: 293.4970, Util: 100 Temp: 56
[038] Power: 293.3040, Util: 100 Temp: 56
[039] Power: 293.3040, Util: 100 Temp: 56
[040] Power: 293.3040, Util: 100 Temp: 56
[041] Power: 293.7880, Util: 100 Temp: 56
[042] Power: 293.7880, Util: 100 Temp: 56
[043] Power: 293.3040, Util: 100 Temp: 56
[044] Power: 293.7880, Util: 100 Temp: 56
[045] Power: 293.7880, Util: 100 Temp: 56
[046] Power: 293.7880, Util: 100 Temp: 56
[047] Power: 293.7880, Util: 100 Temp: 56
[048] Power: 293.9820, Util: 100 Temp: 56
