Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.3010, Util: 0 Temp: 31
[001] Power: 36.4430, Util: 0 Temp: 31
[002] Power: 36.3240, Util: 0 Temp: 31
[003] Power: 36.8220, Util: 0 Temp: 31
[004] Power: 36.3240, Util: 0 Temp: 31
[005] Power: 36.8220, Util: 0 Temp: 31
[006] Power: 53.2080, Util: 0 Temp: 31
[007] Power: 53.1870, Util: 2 Temp: 31
[008] Power: 53.3310, Util: 0 Temp: 31
[009] Power: 84.0460, Util: 0 Temp: 31
[010] Power: 125.9040, Util: 45 Temp: 33
[011] Power: 127.8560, Util: 45 Temp: 34
[012] Power: 138.0130, Util: 100 Temp: 34
[013] Power: 138.5010, Util: 100 Temp: 35
[014] Power: 138.5010, Util: 100 Temp: 35
[015] Power: 138.5010, Util: 100 Temp: 35
[016] Power: 138.9880, Util: 100 Temp: 35
[017] Power: 138.5010, Util: 100 Temp: 35
[018] Power: 138.5010, Util: 100 Temp: 36
[019] Power: 139.0800, Util: 100 Temp: 36
[020] Power: 138.9880, Util: 100 Temp: 36
[021] Power: 138.9880, Util: 100 Temp: 36
[022] Power: 138.9880, Util: 100 Temp: 36
[023] Power: 138.9880, Util: 100 Temp: 36
[024] Power: 138.9880, Util: 100 Temp: 36
[025] Power: 138.9880, Util: 100 Temp: 37
[026] Power: 138.9880, Util: 100 Temp: 37
[027] Power: 138.9880, Util: 100 Temp: 37
[028] Power: 138.9880, Util: 100 Temp: 37
[029] Power: 138.9880, Util: 100 Temp: 37
[030] Power: 138.9880, Util: 100 Temp: 37
[031] Power: 139.4760, Util: 100 Temp: 37
[032] Power: 138.9880, Util: 100 Temp: 37
[033] Power: 139.4760, Util: 100 Temp: 37
[034] Power: 139.4760, Util: 100 Temp: 37
[035] Power: 139.4760, Util: 100 Temp: 37
[036] Power: 137.5250, Util: 100 Temp: 37
[037] Power: 139.4760, Util: 100 Temp: 37
[038] Power: 139.4760, Util: 100 Temp: 38
[039] Power: 139.4760, Util: 100 Temp: 38
[040] Power: 139.4760, Util: 100 Temp: 38
[041] Power: 139.5680, Util: 100 Temp: 38
[042] Power: 137.5250, Util: 100 Temp: 38
[043] Power: 139.4760, Util: 100 Temp: 38
[044] Power: 139.4760, Util: 100 Temp: 38
[045] Power: 139.4760, Util: 100 Temp: 38
[046] Power: 139.4760, Util: 100 Temp: 38
[047] Power: 139.9640, Util: 100 Temp: 38
[048] Power: 139.5680, Util: 100 Temp: 38
[049] Power: 139.9640, Util: 100 Temp: 38
[050] Power: 139.4760, Util: 100 Temp: 38
[051] Power: 139.4760, Util: 100 Temp: 38
[052] Power: 139.4760, Util: 100 Temp: 38
[053] Power: 139.9640, Util: 100 Temp: 38
[054] Power: 139.9640, Util: 100 Temp: 38
[055] Power: 139.9640, Util: 100 Temp: 38
[056] Power: 139.9640, Util: 100 Temp: 38
[057] Power: 139.9640, Util: 100 Temp: 38
[058] Power: 139.4760, Util: 100 Temp: 38
[059] Power: 139.9640, Util: 100 Temp: 38
[060] Power: 139.4760, Util: 100 Temp: 38
[061] Power: 139.9640, Util: 100 Temp: 38
[062] Power: 139.9640, Util: 100 Temp: 39
[063] Power: 139.9640, Util: 100 Temp: 39
[064] Power: 139.9640, Util: 100 Temp: 39
[065] Power: 139.9640, Util: 100 Temp: 39
[066] Power: 139.9640, Util: 100 Temp: 39
[067] Power: 140.0560, Util: 100 Temp: 39
[068] Power: 139.9640, Util: 100 Temp: 39
[069] Power: 139.9640, Util: 100 Temp: 39
[070] Power: 139.9640, Util: 100 Temp: 39
[071] Power: 139.9640, Util: 100 Temp: 39
[072] Power: 139.9640, Util: 100 Temp: 39
[073] Power: 139.9640, Util: 100 Temp: 39
[074] Power: 139.9640, Util: 100 Temp: 39
[075] Power: 139.9640, Util: 100 Temp: 39
[076] Power: 139.9640, Util: 100 Temp: 39
[077] Power: 139.9640, Util: 100 Temp: 39
[078] Power: 139.9640, Util: 100 Temp: 39
[079] Power: 139.9640, Util: 100 Temp: 39
[080] Power: 139.9640, Util: 100 Temp: 39
[081] Power: 139.9640, Util: 100 Temp: 39
[082] Power: 139.9640, Util: 100 Temp: 39
[083] Power: 139.9640, Util: 100 Temp: 39
[084] Power: 139.9640, Util: 100 Temp: 39
[085] Power: 139.9640, Util: 100 Temp: 39
[086] Power: 139.9640, Util: 100 Temp: 39
[087] Power: 139.9640, Util: 100 Temp: 39
[088] Power: 139.9640, Util: 100 Temp: 39
[089] Power: 139.9640, Util: 100 Temp: 39
[090] Power: 139.9640, Util: 100 Temp: 39
[091] Power: 139.9640, Util: 100 Temp: 39
[092] Power: 139.9640, Util: 100 Temp: 39
[093] Power: 139.9640, Util: 100 Temp: 39
[094] Power: 139.9640, Util: 100 Temp: 39
[095] Power: 139.9640, Util: 100 Temp: 39
[096] Power: 139.9640, Util: 100 Temp: 39
[097] Power: 139.9640, Util: 100 Temp: 39
[098] Power: 139.9640, Util: 100 Temp: 39
[099] Power: 139.9640, Util: 100 Temp: 39
[100] Power: 139.9640, Util: 100 Temp: 39
[101] Power: 140.4510, Util: 100 Temp: 39
[102] Power: 139.9640, Util: 100 Temp: 39
[103] Power: 140.4510, Util: 100 Temp: 39
[104] Power: 140.4510, Util: 100 Temp: 39
[105] Power: 139.9640, Util: 100 Temp: 39
[106] Power: 139.9640, Util: 100 Temp: 39
[107] Power: 139.9640, Util: 100 Temp: 39
[108] Power: 139.9640, Util: 100 Temp: 39
[109] Power: 139.9640, Util: 100 Temp: 39
[110] Power: 140.4510, Util: 100 Temp: 39
[111] Power: 139.9640, Util: 100 Temp: 39
[112] Power: 140.4510, Util: 100 Temp: 39
[113] Power: 139.9640, Util: 100 Temp: 39
[114] Power: 140.4510, Util: 100 Temp: 39
[115] Power: 144.3530, Util: 100 Temp: 40
[116] Power: 144.3530, Util: 100 Temp: 40
[117] Power: 144.3530, Util: 100 Temp: 40
[118] Power: 144.3530, Util: 100 Temp: 40
[119] Power: 144.3530, Util: 100 Temp: 40
[120] Power: 144.3530, Util: 100 Temp: 40
[121] Power: 144.3530, Util: 100 Temp: 40
[122] Power: 144.3530, Util: 100 Temp: 40
[123] Power: 143.8650, Util: 100 Temp: 40
[124] Power: 144.3530, Util: 100 Temp: 40
[125] Power: 144.3530, Util: 100 Temp: 40
[126] Power: 144.3530, Util: 100 Temp: 40
[127] Power: 144.3530, Util: 100 Temp: 40
[128] Power: 144.3530, Util: 100 Temp: 40
[129] Power: 144.3530, Util: 100 Temp: 40
[130] Power: 144.3530, Util: 100 Temp: 40
[131] Power: 144.3530, Util: 100 Temp: 40
[132] Power: 144.8400, Util: 100 Temp: 40
[133] Power: 144.3530, Util: 100 Temp: 40
[134] Power: 144.8400, Util: 100 Temp: 40
[135] Power: 144.8400, Util: 100 Temp: 40
[136] Power: 144.3530, Util: 100 Temp: 40
[137] Power: 144.3530, Util: 100 Temp: 40
[138] Power: 144.3530, Util: 100 Temp: 40
[139] Power: 144.3530, Util: 100 Temp: 40
[140] Power: 144.3530, Util: 100 Temp: 40
[141] Power: 144.3530, Util: 100 Temp: 40
[142] Power: 144.8400, Util: 100 Temp: 40
[143] Power: 144.3530, Util: 100 Temp: 40
[144] Power: 144.8400, Util: 100 Temp: 40
[145] Power: 144.8400, Util: 100 Temp: 40
[146] Power: 144.3530, Util: 100 Temp: 40
[147] Power: 144.3530, Util: 100 Temp: 40
[148] Power: 144.3530, Util: 100 Temp: 40
[149] Power: 144.3530, Util: 100 Temp: 40
[150] Power: 144.3530, Util: 100 Temp: 40
[151] Power: 144.3530, Util: 100 Temp: 40
[152] Power: 144.3530, Util: 100 Temp: 40
[153] Power: 144.3530, Util: 100 Temp: 40
[154] Power: 144.8400, Util: 100 Temp: 40
[155] Power: 144.8400, Util: 100 Temp: 40
[156] Power: 144.3530, Util: 100 Temp: 40
[157] Power: 144.3530, Util: 100 Temp: 40
[158] Power: 144.3530, Util: 100 Temp: 40
[159] Power: 144.3530, Util: 100 Temp: 40
[160] Power: 144.8400, Util: 100 Temp: 40
[161] Power: 144.3530, Util: 100 Temp: 40
[162] Power: 144.8400, Util: 100 Temp: 40
[163] Power: 144.8400, Util: 100 Temp: 40
[164] Power: 144.8400, Util: 100 Temp: 40
[165] Power: 144.8400, Util: 100 Temp: 40
[166] Power: 144.8400, Util: 100 Temp: 40
[167] Power: 144.8400, Util: 100 Temp: 40
[168] Power: 144.3530, Util: 100 Temp: 40
[169] Power: 144.8400, Util: 100 Temp: 40
[170] Power: 144.8400, Util: 100 Temp: 40
[171] Power: 144.8400, Util: 100 Temp: 40
[172] Power: 144.3530, Util: 100 Temp: 40
[173] Power: 144.3530, Util: 100 Temp: 40
[174] Power: 144.8400, Util: 100 Temp: 40
[175] Power: 144.8400, Util: 100 Temp: 40
[176] Power: 144.3530, Util: 100 Temp: 40
[177] Power: 144.8400, Util: 100 Temp: 40
[178] Power: 144.8400, Util: 100 Temp: 40
[179] Power: 144.3530, Util: 100 Temp: 40
[180] Power: 144.8400, Util: 100 Temp: 40
[181] Power: 144.3530, Util: 100 Temp: 40
[182] Power: 144.3530, Util: 100 Temp: 40
[183] Power: 144.8400, Util: 100 Temp: 40
[184] Power: 144.8400, Util: 100 Temp: 40
[185] Power: 144.8400, Util: 100 Temp: 40
[186] Power: 144.3530, Util: 100 Temp: 40
[187] Power: 144.3530, Util: 100 Temp: 40
[188] Power: 144.8400, Util: 100 Temp: 40
[189] Power: 144.3530, Util: 100 Temp: 40
[190] Power: 144.3530, Util: 100 Temp: 40
[191] Power: 144.3530, Util: 100 Temp: 40
[192] Power: 144.8400, Util: 100 Temp: 40
[193] Power: 144.8400, Util: 100 Temp: 40
[194] Power: 144.8400, Util: 100 Temp: 40
[195] Power: 144.8400, Util: 100 Temp: 40
[196] Power: 144.8400, Util: 100 Temp: 40
[197] Power: 144.3530, Util: 100 Temp: 40
[198] Power: 144.3530, Util: 100 Temp: 40
[199] Power: 144.3530, Util: 100 Temp: 41
[200] Power: 144.8400, Util: 100 Temp: 40
[201] Power: 144.8400, Util: 100 Temp: 40
[202] Power: 144.8400, Util: 100 Temp: 40
[203] Power: 144.8400, Util: 100 Temp: 40
[204] Power: 144.8400, Util: 100 Temp: 41
[205] Power: 144.8400, Util: 100 Temp: 41
[206] Power: 144.8400, Util: 100 Temp: 40
[207] Power: 144.8400, Util: 100 Temp: 40
[208] Power: 144.3530, Util: 100 Temp: 40
[209] Power: 144.8400, Util: 100 Temp: 40
[210] Power: 144.3530, Util: 100 Temp: 41
[211] Power: 144.8400, Util: 100 Temp: 40
[212] Power: 144.8400, Util: 100 Temp: 41
[213] Power: 144.8400, Util: 100 Temp: 41
[214] Power: 144.8400, Util: 100 Temp: 41
[215] Power: 144.8400, Util: 100 Temp: 41
[216] Power: 144.8400, Util: 100 Temp: 41
[217] Power: 144.8400, Util: 100 Temp: 41
[218] Power: 144.3530, Util: 100 Temp: 41
[219] Power: 144.8400, Util: 100 Temp: 41
[220] Power: 144.8400, Util: 100 Temp: 41
