Options: 
	Output File = (null)
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 600
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.7200, Util: 0 Temp: 32
[001] Power: 36.7200, Util: 0 Temp: 32
[002] Power: 36.7200, Util: 0 Temp: 32
[003] Power: 36.7200, Util: 0 Temp: 32
[004] Power: 53.8200, Util: 0 Temp: 33
[005] Power: 54.7990, Util: 8 Temp: 33
[006] Power: 181.1780, Util: 12 Temp: 34
[007] Power: 185.0750, Util: 12 Temp: 35
[008] Power: 211.5840, Util: 100 Temp: 36
[009] Power: 213.5290, Util: 100 Temp: 37
[010] Power: 237.5360, Util: 100 Temp: 38
[011] Power: 238.9930, Util: 100 Temp: 38
[012] Power: 238.5080, Util: 100 Temp: 39
[013] Power: 239.1510, Util: 100 Temp: 39
[014] Power: 239.1510, Util: 100 Temp: 40
[015] Power: 239.4790, Util: 100 Temp: 40
[016] Power: 239.1510, Util: 100 Temp: 40
[017] Power: 239.6370, Util: 100 Temp: 41
[018] Power: 239.6370, Util: 100 Temp: 41
[019] Power: 239.4790, Util: 100 Temp: 41
[020] Power: 240.1230, Util: 100 Temp: 41
[021] Power: 239.9650, Util: 100 Temp: 42
[022] Power: 240.4510, Util: 100 Temp: 42
[023] Power: 239.9650, Util: 100 Temp: 42
[024] Power: 240.6090, Util: 100 Temp: 42
[025] Power: 239.9650, Util: 100 Temp: 42
[026] Power: 239.9650, Util: 100 Temp: 42
[027] Power: 241.0950, Util: 100 Temp: 42
[028] Power: 240.4510, Util: 100 Temp: 43
[029] Power: 240.4510, Util: 100 Temp: 43
[030] Power: 240.4510, Util: 100 Temp: 43
[031] Power: 240.9360, Util: 100 Temp: 43
[032] Power: 240.4510, Util: 100 Temp: 43
[033] Power: 241.0950, Util: 100 Temp: 43
[034] Power: 240.9360, Util: 100 Temp: 43
[035] Power: 240.9360, Util: 100 Temp: 43
[036] Power: 240.9360, Util: 100 Temp: 43
[037] Power: 240.9360, Util: 100 Temp: 44
[038] Power: 240.9360, Util: 100 Temp: 44
[039] Power: 240.9360, Util: 100 Temp: 44
[040] Power: 241.4220, Util: 100 Temp: 44
[041] Power: 241.4220, Util: 100 Temp: 44
[042] Power: 241.4220, Util: 100 Temp: 44
[043] Power: 241.5810, Util: 100 Temp: 44
[044] Power: 240.9360, Util: 100 Temp: 44
[045] Power: 241.5810, Util: 100 Temp: 44
[046] Power: 241.4220, Util: 100 Temp: 44
[047] Power: 241.5810, Util: 100 Temp: 44
[048] Power: 241.4220, Util: 100 Temp: 44
[049] Power: 241.5810, Util: 100 Temp: 44
